"PathwayID"	"PathwayName"	"GeneList"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d050455_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d039952_T002.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d039840_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d018367_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d031893_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d024317_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d039947_T002.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d035865_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d017186_T003.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d039837_T005.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d039951_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d039956_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d045092_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d051334_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d005607_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d043174_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d033020_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d005184_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d027391_T001.1"
"PWY-6040"	"chlorogenic acid biosynthesis II"	"Zm00001d038555_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d007378_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d016435_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d016420_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d016428_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d016429_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d026512_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d046479_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d016417_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d037630_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d016415_T001.1"
"PWY-6051"	"2,4,6-trinitrotoluene degradation"	"Zm00001d025886_T001.1"
"PWY-6079"	"anthranilate degradation I (aerobic)"	"Zm00001d016542_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d053889_T004.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d035389_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d015234_T002.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d008674_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d008671_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d008672_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d024337_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d035392_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d030818_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d030822_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d014695_T001.1"
"PWY-6115"	"avenacin biosynthesis, initial reactions"	"Zm00001d030814_T001.1"
"PWY-6118"	"glycerol-3-phosphate shuttle"	"Zm00001d024967_T001.1"
"PWY-6118"	"glycerol-3-phosphate shuttle"	"Zm00001d012567_T001.1"
"PWY-6118"	"glycerol-3-phosphate shuttle"	"Zm00001d041962_T002.1"
"PWY-6118"	"glycerol-3-phosphate shuttle"	"Zm00001d019218_T001.1"
"PWY-6118"	"glycerol-3-phosphate shuttle"	"Zm00001d010670_T001.1"
"PWY-6118"	"glycerol-3-phosphate shuttle"	"Zm00001d042152_T005.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d014737_T001.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d036439_T001.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d014734_T001.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d042685_T001.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d010190_T002.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d015509_T001.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"GRMZM2G116087_P01"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d035769_T001.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d012674_T010.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d043356_T004.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d050412_T002.1"
"PWY-6120"	"L-tyrosine biosynthesis III"	"Zm00001d025458_T001.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d007656_T001.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d010376_T001.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d037770_T002.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d033775_T003.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d002003_T007.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d003658_T001.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d009411_T002.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d038859_T007.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d038332_T001.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d042673_T001.1"
"PWY-6121"	"5-aminoimidazole ribonucleotide biosynthesis I"	"Zm00001d010197_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d002334_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d024301_T002.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d034647_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d039170_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d047603_T002.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d017520_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d012053_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d043246_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d036799_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d028921_T004.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d021325_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d037813_T002.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d020779_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d039422_T003.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d014567_T001.1"
"PWY-6124"	"inosine-5'-phosphate biosynthesis II"	"Zm00001d037818_T006.1"
"PWY-6144"	"CMP-<i>N</i>-glycoloylneuraminate biosynthesis"	"Zm00001d017775_T001.1"
"PWY-6144"	"CMP-<i>N</i>-glycoloylneuraminate biosynthesis"	"Zm00001d024196_T001.1"
"PWY-6147"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"Zm00001d026531_T001.1"
"PWY-6147"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"Zm00001d001959_T001.1"
"PWY-6147"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"Zm00001d031979_T001.1"
"PWY-6147"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"Zm00001d031995_T003.1"
"PWY-6147"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	"Zm00001d021338_T001.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d040850_T003.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d023892_T001.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d041700_T002.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d052247_T001.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d002128_T001.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d018061_T002.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d045450_T001.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d047896_T009.1"
"PWY-6163"	"chorismate biosynthesis from 3-dehydroquinate"	"Zm00001d028477_T002.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d013618_T002.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d020059_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d044716_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d029391_T002.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d006900_T004.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d052797_T002.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d022181_T004.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d031139_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d031141_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d017655_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d037739_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d030369_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d006242_T001.1"
"PWY-6164"	"3-dehydroquinate biosynthesis I"	"Zm00001d022622_T005.1"
"PWY-6199"	"quercetin sulfate biosynthesis"	"Zm00001d042123_T002.1"
"PWY-6199"	"quercetin sulfate biosynthesis"	"Zm00001d022092_T001.1"
"PWY-6199"	"quercetin sulfate biosynthesis"	"Zm00001d042122_T001.1"
"PWY-6199"	"quercetin sulfate biosynthesis"	"Zm00001d042125_T002.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d020771_T003.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d005925_T002.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d014644_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d034256_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d010482_T002.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d015066_T002.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d010092_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d035037_T008.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d012173_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d042847_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d035038_T004.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d033181_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d042536_T001.1"
"PWY-621"	"sucrose degradation III (sucrose invertase)"	"Zm00001d044813_T001.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d022017_T001.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d043350_T001.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d006753_T001.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d043244_T001.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d022473_T010.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d007395_T001.1"
"PWY-6219"	"indole-3-acetyl-amide conjugate biosynthesis"	"Zm00001d010697_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d013428_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d033746_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d019976_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d036666_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d044211_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d036664_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d019568_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d020771_T003.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d005925_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d014644_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d034256_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d010482_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d018033_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d010821_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d045261_T006.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d052263_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d026337_T013.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d002256_T019.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d016657_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d000002_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d043237_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d051976_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d014150_T005.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d037234_T005.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d005546_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d025723_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d044129_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d050032_T003.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d032385_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d039131_T007.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d010157_T001.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d019266_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d033910_T002.1"
"PWY-622"	"starch biosynthesis"	"Zm00001d023256_T001.1"
"PWY-6220"	"jasmonoyl-amino acid conjugates biosynthesis I"	"Zm00001d039346_T001.1"
"PWY-6220"	"jasmonoyl-amino acid conjugates biosynthesis I"	"Zm00001d011377_T001.1"
"PWY-6220"	"jasmonoyl-amino acid conjugates biosynthesis I"	"Zm00001d009714_T002.1"
"PWY-6220"	"jasmonoyl-amino acid conjugates biosynthesis I"	"Zm00001d039345_T001.1"
"PWY-6220"	"jasmonoyl-amino acid conjugates biosynthesis I"	"Zm00001d008957_T001.1"
"PWY-6227"	"purine uptake"	"pp"
"PWY-6227"	"purine uptake"	"Zm00001d038965_T001.1"
"PWY-6227"	"purine uptake"	"Zm00001d011603_T001.1"
"PWY-6227"	"purine uptake"	"Zm00001d043858_T001.1"
"PWY-6233"	"jasmonoyl-amino acid conjugates biosynthesis II"	"Zm00001d039346_T001.1"
"PWY-6233"	"jasmonoyl-amino acid conjugates biosynthesis II"	"Zm00001d011377_T001.1"
"PWY-6233"	"jasmonoyl-amino acid conjugates biosynthesis II"	"Zm00001d009714_T002.1"
"PWY-6233"	"jasmonoyl-amino acid conjugates biosynthesis II"	"Zm00001d039345_T001.1"
"PWY-6233"	"jasmonoyl-amino acid conjugates biosynthesis II"	"Zm00001d008957_T001.1"
"PWY-6234"	"superpathway of jasmonoyl-amino acid conjugates biosynthesis"	"Zm00001d039346_T001.1"
"PWY-6234"	"superpathway of jasmonoyl-amino acid conjugates biosynthesis"	"Zm00001d011377_T001.1"
"PWY-6234"	"superpathway of jasmonoyl-amino acid conjugates biosynthesis"	"Zm00001d009714_T002.1"
"PWY-6234"	"superpathway of jasmonoyl-amino acid conjugates biosynthesis"	"Zm00001d039345_T001.1"
"PWY-6234"	"superpathway of jasmonoyl-amino acid conjugates biosynthesis"	"Zm00001d008957_T001.1"
"PWY-6235"	"hydroxyjasmonate sulfate biosynthesis"	"Zm00001d003002_T001.1"
"PWY-6235"	"hydroxyjasmonate sulfate biosynthesis"	"Zm00001d043701_T001.1"
"PWY-6235"	"hydroxyjasmonate sulfate biosynthesis"	"Zm00001d011687_T001.1"
"PWY-6235"	"hydroxyjasmonate sulfate biosynthesis"	"Zm00001d044225_T001.1"
"PWY-6235"	"hydroxyjasmonate sulfate biosynthesis"	"Zm00001d051473_T001.1"
"PWY-6235"	"hydroxyjasmonate sulfate biosynthesis"	"Zm00001d039669_T001.1"
"PWY-6237"	"nucleobase ascorbate transport I"	"Zm00001d030465_T001.1"
"PWY-6237"	"nucleobase ascorbate transport I"	"Zm00001d029626_T005.1"
"PWY-6237"	"nucleobase ascorbate transport I"	"LPE1"
"PWY-6237"	"nucleobase ascorbate transport I"	"Zm00001d033585_T002.1"
"PWY-6237"	"nucleobase ascorbate transport I"	"Zm00001d035993_T001.1"
"PWY-6243"	"bergamotene biosynthesis I"	"TPS10"
"PWY-6257"	"curcumene biosynthesis"	"Zm00001d019797_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d032230_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d047440_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d029195_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d029139_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d024669_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"tps23"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d024359_T001.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d024667_T002.1"
"PWY-6275"	"&beta;-caryophyllene biosynthesis"	"Zm00001d024234_T001.1"
"PWY-6281"	"L-selenocysteine biosynthesis II (archaea and eukaryotes)"	"Zm00001d006560_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d002680_T003.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d046750_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d012394_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d035106_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d036345_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d026188_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d021410_T001.1"
"PWY-6287"	"neurosporene biosynthesis"	"Zm00001d033547_T001.1"
"PWY-6295"	"olivetol biosynthesis"	"Zm00001d019478_T001.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d017999_T002.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d014509_T001.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d028825_T001.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d002292_T004.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d026311_T001.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d047683_T003.1"
"PWY-63"	"UDP-L-arabinose biosynthesis I (from UDP-xylose)"	"Zm00001d010657_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d013428_T002.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d033746_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d019976_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d036666_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d044211_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d036664_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d019568_T002.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d032346_T002.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d051167_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d019946_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d021249_T003.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d029151_T002.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d020093_T002.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d005598_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d000433_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d020094_T001.1"
"PWY-6317"	"D-galactose degradation I (Leloir pathway)"	"Zm00001d034733_T002.1"
"PWY-6333"	"acetaldehyde biosynthesis I"	"ADH1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d022431_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d010373_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d033056_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d036978_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d028368_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d039195_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d028367_T002.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d043621_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d029038_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d003990_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d025343_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d011284_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d046049_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d016907_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d036107_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d037681_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d033566_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d046593_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d023404_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d031963_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d043291_T002.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d011734_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d009929_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d023410_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d053094_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d045404_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d053145_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d000344_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d023918_T001.1"
"PWY-6348"	"phosphate acquisition"	"Zm00001d037680_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d028746_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d047447_T002.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d006231_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d007229_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d014903_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d014906_T003.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d043851_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d044016_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d036631_T002.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d046972_T002.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d004249_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d045757_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d008265_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d009741_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d020828_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d013442_T047.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d049076_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d030412_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d040671_T002.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d026559_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d005966_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d040398_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d007520_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d046016_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d037056_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d010516_T001.1"
"PWY-6351"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	"Zm00001d022391_T001.1"
